date,consumption_gallons_dirty,consumption_gallons_clean,temp_f,base_load,seasonal_component,heat_effect,heatwave_effect,freeze_effect,holiday_effect,weekend_effect,noise,day_of_year,day_of_week,month,year,is_heatwave,is_freeze_event,is_holiday,is_weekend,data_quality_flag,trend_multiplier,consumption_repaired,repair_action,model_signal,obs_to_model_ratio,local_scale,demand_lag_1,demand_lag_2,demand_lag_7,demand_lag_14,demand_lag_365,temp_lag_1,temp_lag_2,demand_roll7_mean,demand_roll7_std,demand_roll30_mean,temp_roll7_mean,month_sin,month_cos,doy_sin,doy_cos,dow_sin,dow_cos,temp_x_month,temp_above_95,temp_above_80,year_index
2023-01-20,55957089.0,55957089.0,55.0,87234086.0,-28610607.0,0.0,0.0,0.0,0.0,0.0,-2666391.0,20,4,1,2023,0,0,0,0,CLEAN,1.026283,55957089.0,NONE,58623479.0,0.9545166877591826,0.9545166877591826,56794903.0,56449968.0,60045657.0,58321206.0,57770872.0,56.3,54.8,58913133.571428575,1776500.364462382,59761455.47147419,59.78571428571429,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,-0.433883739117558,-0.9009688679024191,55.0,0.0,0.0,1.051334702258727
2023-01-21,62283951.0,62283951.0,58.3,87239904.0,-28488334.0,0.0,0.0,0.0,0.0,3489596.0,42785.0,21,5,1,2023,0,0,0,1,CLEAN,1.026352,62283951.0,NONE,62241166.0,1.000687406787977,1.000687406787977,55957089.0,56794903.0,60454535.0,60215064.0,58040679.0,55.0,56.3,58329052.428571425,2000135.661712677,59623757.90480753,60.08571428571429,0.49999999999999994,0.8660254037844387,0.3534446712740877,0.9354554315134164,-0.9749279121818236,-0.2225209339563146,58.3,0.0,0.0,1.054072553045859
2023-01-22,60919980.0,60919980.0,63.3,87245722.0,-28352060.0,0.0,0.0,0.0,0.0,3489829.0,-1463511.0,22,6,1,2023,0,0,0,1,CLEAN,1.02642,60919980.0,NONE,62383491.0,0.9765400913520533,0.9765400913520533,62283951.0,55957089.0,60910388.0,62173711.0,61011393.0,58.3,55.0,58590397.571428575,2403077.663972642,59655356.604807526,58.785714285714285,0.49999999999999994,0.8660254037844387,0.3694836834473831,0.9292372181882051,-0.7818314824680299,0.6234898018587334,63.3,0.0,0.0,1.056810403832991
2023-01-23,58546520.0,58546520.0,63.8,87251540.0,-28201732.0,0.0,0.0,0.0,0.0,0.0,-503289.0,23,0,1,2023,0,0,0,0,CLEAN,1.026489,58546520.0,NONE,59049808.0,0.9914768901534786,0.9914768901534786,60919980.0,62283951.0,58264068.0,58869623.0,61439074.0,63.3,58.3,58591767.85714286,2404623.2939059436,59636970.03814086,59.37142857142857,0.49999999999999994,0.8660254037844387,0.38541335945432564,0.9227440286201427,0.0,1.0,63.8,0.0,0.0,1.0595482546201231
2023-01-24,60085703.0,60085703.0,62.9,87257358.0,-28037307.0,0.0,0.0,0.0,0.0,0.0,865652.0,24,1,1,2023,0,0,0,0,CLEAN,1.026557,60085703.0,NONE,59220051.0,1.0146175490460148,1.0146175490460148,58546520.0,60919980.0,59472416.0,58208543.0,58771851.0,63.8,63.3,58632118.14285714,2400574.3155501517,59449773.638140865,59.699999999999996,0.49999999999999994,0.8660254037844387,0.4012289854475009,0.9159777842484877,0.7818314824680298,0.6234898018587336,62.9,0.0,0.0,1.0622861054072552
2023-01-25,58564677.0,58564677.0,56.2,87263176.0,-27858754.0,0.0,0.0,0.0,0.0,0.0,-839746.0,25,2,1,2023,0,0,0,0,CLEAN,1.026626,58564677.0,NONE,59404422.0,0.9858639311396717,0.9858639311396717,60085703.0,58546520.0,56449968.0,58373949.0,56925028.0,62.9,63.8,58719730.571428575,2447094.1662711403,59352886.93814086,59.199999999999996,0.49999999999999994,0.8660254037844387,0.4169258813287287,0.908940487313808,0.9749279121818236,-0.22252093395631434,56.2,0.0,0.0,1.0650239561943875
2023-01-26,59905698.0,59905698.0,52.8,87268994.0,-27666052.0,0.0,0.0,0.0,0.0,0.0,302756.0,26,3,1,2023,0,0,0,0,CLEAN,1.026694,59905698.0,NONE,59602942.0,1.00507954791896,1.00507954791896,58564677.0,60085703.0,56794903.0,57754634.0,59274044.0,56.2,62.9,59021831.85714286,2242133.7427821266,59408110.033209115,59.4,0.49999999999999994,0.8660254037844387,0.4324994021339788,0.901634220265486,0.43388373911755823,-0.900968867902419,52.8,0.0,0.0,1.0677618069815196
2023-01-27,59423748.0,59423748.0,62.3,87274812.0,-27459194.0,0.0,0.0,0.0,0.0,0.0,-391870.0,27,4,1,2023,0,0,0,0,CLEAN,1.026762,59423748.0,NONE,59815618.0,0.9934487009730468,0.9934487009730468,59905698.0,58564677.0,55957089.0,60045657.0,56606508.0,52.8,56.2,59466231.14285714,2024950.800671622,59441294.766666666,58.89999999999999,0.49999999999999994,0.8660254037844387,0.44794493940789115,0.8940611451454876,-0.433883739117558,-0.9009688679024191,62.3,0.0,0.0,1.0704996577686516
2023-01-28,64413613.0,64413613.0,60.4,87280630.0,-27238180.0,0.0,0.0,0.0,0.0,3491225.0,879938.0,28,5,1,2023,0,0,0,1,CLEAN,1.026831,64413613.0,NONE,63533675.0,1.0138499465047472,1.0138499465047472,59423748.0,59905698.0,62283951.0,60454535.0,59001055.0,62.3,52.8,59961468.14285714,1327495.317399946,59391781.6,59.942857142857136,0.49999999999999994,0.8660254037844387,0.4632579225674917,0.88622350294858,-0.9749279121818236,-0.2225209339563146,60.4,0.0,0.0,1.0732375085557837
2023-01-29,64396965.0,64396965.0,64.2,87286448.0,-27003024.0,0.0,0.0,0.0,0.0,3491458.0,622084.0,29,6,1,2023,0,0,0,1,CLEAN,1.026899,64396965.0,NONE,63774882.0,1.0097543575227625,1.0097543575227625,64413613.0,59423748.0,60919980.0,60910388.0,62451668.0,60.4,62.3,60265705.571428575,2014663.2151540073,59539047.06666667,60.24285714285713,0.49999999999999994,0.8660254037844387,0.4784338202547012,0.8781236129591848,-0.7818314824680299,0.6234898018587334,64.2,0.0,0.0,1.0759753593429158
2023-02-04,52392813.0,52392813.0,60.3,87321355.0,-25297294.0,0.0,0.0,-34928542.0,0.0,3492854.0,858742.0,35,5,2,2023,0,1,0,1,CLEAN,1.02731,52392813.0,NONE,30588373.0,1.7128342524134905,1.7128342524134905,125592458.52957723,125166210.05680561,64413613.0,62283951.0,59104853.0,65.1,63.7,89702831.75746047,25721460.457797714,66306917.41007411,63.94285714285714,0.8660254037844386,0.5000000000000001,0.5663619330814524,0.8241566360566663,-0.9749279121818236,-0.2225209339563146,120.6,0.0,0.0,1.0924024640657084
2023-02-05,52396304.0,52396304.0,62.5,87327173.0,-24964476.0,0.0,0.0,-34930869.0,0.0,3493087.0,-1420740.0,36,6,2,2023,0,1,0,1,CLEAN,1.027379,52396304.0,NONE,30924915.0,1.6943071306744093,1.6943071306744093,52392813.0,125592458.52957723,64396965.0,60919980.0,64666913.0,60.3,65.1,87985574.61460333,27992294.410393283,66076955.54340744,63.92857142857143,0.8660254037844386,0.5000000000000001,0.580454927809098,0.8142923779467267,-0.7818314824680299,0.6234898018587334,125.0,0.0,0.0,1.0951403148528405
2023-02-06,52399795.0,52399795.0,64.2,87332991.0,-24618035.0,0.0,0.0,-26199897.0,0.0,0.0,1850385.0,37,0,2,2023,0,1,0,0,CLEAN,1.027447,52399795.0,NONE,36515059.0,1.4350187685579257,1.4350187685579257,52396304.0,52392813.0,82410735.70072751,58546520.0,63128416.0,62.5,60.3,86271194.47174619,29975020.885615624,65879458.810074106,63.685714285714276,0.8660254037844386,0.5000000000000001,0.5943761565849831,0.804187157621448,0.0,1.0,128.4,0.0,0.0,1.0978781656399725
2023-02-07,52403285.0,52403285.0,66.9,87338809.0,-24258086.0,0.0,0.0,-17467762.0,0.0,0.0,1341654.0,38,1,2,2023,0,1,0,0,CLEAN,1.027515,52403285.4,NONE,45612961.0,1.1488683008323006,1.1488683008323006,52399795.0,52396304.0,82777158.01138438,60085703.0,62457056.0,64.2,62.5,81983917.22878511,32646374.47891251,65618949.84340744,63.52857142857143,0.8660254037844386,0.5000000000000001,0.6081214998935418,0.7938439653781019,0.7818314824680298,0.6234898018587336,133.8,0.0,0.0,1.1006160164271048
2023-02-08,55105208.0,55105208.0,62.2,87344627.0,-23884756.0,0.0,0.0,-8734463.0,0.0,0.0,379799.0,39,2,2,2023,0,1,0,0,CLEAN,1.027584,55105208.0,NONE,54725408.0,1.0069401035804064,1.0069401035804064,52403285.4,52399795.0,83162682.00372858,58564677.0,60406714.0,66.9,64.2,77644792.57001592,34489861.139483,65293268.99007411,64.05714285714285,0.8660254037844386,0.5000000000000001,0.6216868902665479,0.7832658619336791,0.9749279121818236,-0.22252093395631434,124.4,0.0,0.0,1.103353867214237
2023-02-09,64058277.0,64058277.0,66.0,87350445.0,-23498184.0,0.0,0.0,-0.0,0.0,0.0,206015.0,40,3,2,2023,0,1,0,0,CLEAN,1.027652,64058277.0,NONE,63852261.0,1.003226448003149,1.003226448003149,55105208.0,52403285.4,125166210.05680561,59905698.0,61576018.0,62.2,66.9,73636581.99805468,35361062.93978085,65167788.49007411,63.55714285714286,0.8660254037844386,0.5000000000000001,0.6350683134867438,0.7724559775191742,0.43388373911755823,-0.900968867902419,132.0,0.0,0.0,1.106091718001369
2023-02-10,63983839.0,63983839.0,63.0,87356263.0,-23098520.0,0.0,0.0,0.0,0.0,0.0,-273904.0,41,4,2,2023,0,0,0,0,CLEAN,1.027721,63983839.0,NONE,64257743.0,0.9957374164231072,0.9957374164231072,64058277.0,55105208.0,125592458.52957723,59423748.0,61897150.0,66.0,62.2,64906877.27565389,27096788.80226475,65362779.623407446,63.88571428571429,0.8660254037844386,0.5000000000000001,0.6482618097757122,0.7614175109532997,-0.433883739117558,-0.9009688679024191,126.0,0.0,0.0,1.108829568788501
2023-02-11,69059798.0,69059798.0,63.8,87362081.0,-22685925.0,0.0,0.0,0.0,0.0,3494483.0,889159.0,42,5,2,2023,0,0,0,1,CLEAN,1.027789,69059798.0,NONE,68170639.0,1.013043137236839,1.013043137236839,63983839.0,64058277.0,52392813.0,64413613.0,64798350.0,63.0,66.0,56105645.91428571,5496912.672350725,65549775.956740774,63.58571428571429,0.8660254037844386,0.5000000000000001,0.6612634749656386,0.7501537286959042,-0.9749279121818236,-0.2225209339563146,127.6,0.0,0.0,1.111567419575633
2023-02-12,700432898.0,68116132.0,67.8,87367899.0,-22260571.0,0.0,0.0,0.0,0.0,3494716.0,-485912.0,43,6,2,2023,0,0,0,1,OUTLIER_HIGH,1.027858,185054926.81638044,UNIT_CORRECTED,68602044.0,2.697513310483583,2.697513310483583,69059798.0,63983839.0,52396304.0,64396965.0,67356947.0,63.8,63.0,58486643.77142857,7019463.013710343,65926614.75674078,64.08571428571429,0.8660254037844386,0.5000000000000001,0.6740694616546161,0.7386679638813748,-0.7818314824680299,0.6234898018587334,135.6,0.0,0.0,1.1143052703627652
2023-02-13,65859814.0,65859814.0,56.6,87373717.0,-21822641.0,0.0,0.0,0.0,0.0,0.0,308739.0,44,0,2,2023,0,0,0,0,CLEAN,1.027926,65859814.0,NONE,65551076.0,1.0047098845486533,1.0047098845486533,185054926.81638044,69059798.0,52399795.0,82410735.70072751,67097163.0,67.8,63.8,77437875.60234007,47895773.79591728,70093590.41728678,64.84285714285714,0.8660254037844386,0.5000000000000001,0.6866759803451553,0.726963615332308,0.0,1.0,113.2,0.0,0.0,1.1170431211498972
2023-02-14,67150044.0,67150044.0,59.6,87379535.0,-21372329.0,0.0,0.0,0.0,0.0,0.0,1142838.0,45,1,2,2023,0,0,0,0,CLEAN,1.027995,67150044.0,NONE,66007206.0,1.017313836916533,1.017313836916533,65859814.0,185054926.81638044,52403285.4,82777158.01138438,65040844.0,56.6,67.8,79360735.45948292,46984563.39597948,70273766.38395345,63.75714285714286,0.8660254037844386,0.5000000000000001,0.6990793005655562,0.7150441465537444,0.7818314824680298,0.6234898018587336,119.2,0.0,0.0,1.1197809719370295
2023-02-15,65739109.0,65739109.0,59.1,87385352.0,-20909839.0,0.0,0.0,0.0,0.0,0.0,-736405.0,46,2,2,2023,0,0,0,0,CLEAN,1.028063,65739109.0,NONE,66475513.0,0.988922176501293,0.988922176501293,67150044.0,65859814.0,55105208.0,83162682.00372858,62165151.0,59.6,56.6,81467415.25948294,45892311.19119333,70481754.91728678,62.714285714285715,0.8660254037844386,0.5000000000000001,0.7112757519738152,0.7029130847082615,0.9749279121818236,-0.22252093395631434,118.2,0.0,0.0,1.1225188227241616
2023-02-17,65882036.0,65882036.0,62.7,87396988.0,-19949193.0,0.0,0.0,0.0,0.0,0.0,-1565759.0,48,4,2,2023,0,0,0,0,CLEAN,1.0282,65882036.0,NONE,67447795.0,0.9767856161939764,0.9767856161939764,65807754.17026452,65739109.0,63983839.0,125592458.52957723,68363993.0,55.9,59.1,83236469.28380643,44924527.507292144,70942100.88962895,60.82857142857142,0.8660254037844386,0.5000000000000001,0.7350336741329412,0.6780306024735382,-0.433883739117558,-0.9009688679024191,125.4,0.0,0.0,1.1279945242984257
2023-02-18,70051851.0,70051851.0,68.6,87402806.0,-19451499.0,0.0,0.0,0.0,0.0,3496112.0,-1395569.0,49,5,2,2023,0,0,0,1,CLEAN,1.028268,70051851.0,NONE,71447419.0,0.9804672020412661,0.9804672020412661,65882036.0,65807754.17026452,69059798.0,52392813.0,66469653.0,62.7,55.9,83507640.28380643,44794487.89806463,71256503.15629561,60.785714285714285,0.8660254037844386,0.5000000000000001,0.746588114532413,0.6652865452111116,-0.9749279121818236,-0.2225209339563146,137.2,0.0,0.0,1.1307323750855578
2023-02-19,69565159.0,69565159.0,64.7,87408624.0,-18942547.0,0.0,0.0,0.0,0.0,3496345.0,-2397263.0,50,6,2,2023,0,0,0,1,CLEAN,1.028337,69565159.0,NONE,71962422.0,0.9666872940991341,0.9666872940991341,70051851.0,65882036.0,185054926.81638044,52396304.0,70301013.0,68.6,62.7,83649362.14094928,44742698.47192586,71698401.42296226,61.471428571428575,0.8660254037844386,0.5000000000000001,0.7579216274973472,0.6523456189565257,-0.7818314824680299,0.6234898018587334,129.4,0.0,0.0,1.1334702258726899
2023-02-20,69948813.0,69948813.0,66.8,87414442.0,-18422593.0,0.0,0.0,0.0,0.0,0.0,956964.0,51,0,2,2023,0,0,0,0,CLEAN,1.028405,69948813.0,NONE,68991849.0,1.0138706820279595,1.0138706820279595,69565159.0,70051851.0,65859814.0,52399795.0,71428732.0,64.7,68.6,67150823.88146636,1884952.5800025307,72152003.7562956,61.028571428571425,0.8660254037844386,0.5000000000000001,0.7690308592589181,0.6392116531380588,0.0,1.0,133.6,0.0,0.0,1.136208076659822
2023-02-21,71900395.0,71900395.0,70.6,87420260.0,-17891901.0,0.0,0.0,0.0,0.0,0.0,2372037.0,52,1,2,2023,0,0,0,0,CLEAN,1.028474,71900395.0,NONE,69528359.0,1.0341160935496838,1.0341160935496838,69948813.0,69565159.0,67150044.0,52403285.4,68985312.0,66.8,64.7,67734966.59575208,2044983.9034398175,72407499.1562956,62.48571428571428,0.8660254037844386,0.5000000000000001,0.7799125224167177,0.6258885343075018,0.7818314824680298,0.6234898018587336,141.2,0.0,0.0,1.1389459274469542
2023-02-22,71944496.0,71944496.0,71.7,87426078.0,-17350746.0,0.0,0.0,0.0,0.0,0.0,1869164.0,53,2,2,2023,0,0,0,0,CLEAN,1.028542,71944496.0,NONE,70075332.0,1.0266736374506225,1.0266736374506225,71900395.0,69948813.0,65739109.0,55105208.0,65817395.0,70.6,66.8,68413588.16718064,2545477.154988361,72773512.98962894,64.05714285714285,0.8660254037844386,0.5000000000000001,0.7905633969115482,0.612380204990065,0.9749279121818236,-0.22252093395631434,143.4,0.0,0.0,1.1416837782340863
2023-02-23,68499910.0,68499910.0,66.4,87431896.0,-16799411.0,0.0,0.0,0.0,0.0,0.0,-2132575.0,54,3,2,2023,0,0,0,0,CLEAN,1.028611,68499910.0,NONE,70632485.0,0.9698074476637768,0.9698074476637768,71944496.0,71900395.0,65807754.17026452,64058277.0,66764216.0,71.7,70.6,69300072.0243235,2539364.079999992,73220112.18962893,65.85714285714286,0.8660254037844386,0.5000000000000001,0.8009803309782905,0.5986906625177214,0.43388373911755823,-0.900968867902419,132.8,0.0,0.0,1.1444216290212184
2023-02-24,72150220.0,72150220.0,72.3,87437714.0,-16238189.0,0.0,0.0,0.0,0.0,0.0,950695.0,55,4,2,2023,0,0,0,0,CLEAN,1.028679,72150220.0,NONE,71199525.0,1.01335254694466,1.01335254694466,68499910.0,71944496.0,65882036.0,63983839.0,69739459.0,66.4,71.7,69684665.71428572,2085617.7626643023,73500585.7562956,67.35714285714286,0.8660254037844386,0.5000000000000001,0.8111602420785621,0.5848239578463322,-0.433883739117558,-0.9009688679024191,144.6,0.0,0.0,1.1471594798083504
